anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
2013,tt1707386,Javert stands at the edge of a steep drop into a massive swirling sluice.,He stands at the edge of a steep drop into a massive swirling sluice.,"['He stands at the edge of a steep drop.', 'He looks into a massive swirling sluice.']"
2014,tt1707386,Javert Paces at the edge of the sheer drop.,He paces at the edge of the sheer drop.,['He paces at the edge of the sheer drop.']
2015,tt1707386,Way down below the water surges and churns with white foam and yellow filth.,Way down below the water surges and churns with white foam and yellow filth.,"['Way down below the water surges.', 'The water churns with white foam.', 'The water churns with yellow filth.']"
2016,tt1707386,Javert leans forward and drops into the abyss.,He leans forward and drops into the abyss.,"['He leans forward.', 'He drops into the abyss.']"
2017,tt1707386,Javert is washed away into the swirling foam.,He is washed away into the swirling foam.,"['He is washed away into the foam.', 'He is washed away into the swirling foam.']"
2018,tt1707386,Marius wakes in a clean bed beneath a ceiling painted with cherubs and angels.,He wakes in a clean bed beneath a ceiling painted with cherubs and angels.,"['He wakes in a clean bed.', 'He is beneath a ceiling painted with cherubs and angels.']"
2019,tt1707386,Nearby is a child's rocking horse.,Nearby is a child's rocking horse.,"[""Nearby is a child's rocking horse.""]"
2020,tt1707386,His grandfather sits beside.,He sits beside.,['He sits beside.']
2021,tt1707386,Outside the women clean blood from the battle off the troubles.,Outside the women clean blood from the battle off the troubles.,['Outside the women clean blood from the battle off the troubles.']
2022,tt1707386,"Marius sits alone in a room, scarred by battle.","He sits alone in a room, scarred by battle.","['He sits alone in a room.', 'The room is scarred by battle.']"
2023,tt1707386,His left arm is in a sling.,His left arm is in a sling.,['His left arm is in a sling.']
2024,tt1707386,Marius stares into space thoughtfully.,He stares into space thoughtfully.,['He stares into space thoughtfully.']
2025,tt1707386,Tears fall from his eyes.,Tears fall from his eyes.,['Tears fall from his eyes.']
2026,tt1707386,Marius stands and looks around.,He stands and looks around.,"['He stands.', 'He looks around.']"
2027,tt1707386,Marius brow is arched and his face wracked with anguish.,His brow is arched and his face wracked with anguish.,"['His brow is arched.', 'His face is wracked with anguish.']"
2028,tt1707386,Cosette sits watching him.,He sits watching him.,['He sits watching him.']
2029,tt1707386,Cosette reaches out to him.,He reaches out to him.,['He reaches out to him.']
2030,tt1707386,Marius limps over to her and takes her hand.,He takes her hand.,['He takes her hand.']
2031,tt1707386,Cosette walks with Valjean and the limping Marius into his grandfather's mansion.,He escorts her into his grandfather's mansion.,"[""He escorts her into his grandfather's mansion.""]"
2032,tt1707386,His grandfather watches.,He watches.,['He watches.']
2033,tt1707386,Cosette and Marius kiss.,They kiss.,['They kiss.']
2034,tt1707386,Marius with Valjean,He with him.,['He with him.']
2035,tt1707386,Marius takes a seat in the spartan room.,He takes a seat in the spartan room.,"['He takes a seat.', 'He is in the spartan room.']"
2036,tt1707386,Valjean struggles for words.,He struggles for words.,['He struggles for words.']
2037,tt1707386,Valjean hangs his head.,He hangs his head.,['He hangs his head.']
2038,tt1707386,"Valjean bows, and Marius his arm no longer in a sling but still walking with a limp, takes his leave.","He bows, and he his arm no longer in a sling but still walking with a limp, takes his leave.","['He bows.', 'He has his arm no longer in a sling.', 'He still walks with a limp.', 'He takes his leave.']"
2039,tt1707386,Valjean carries a large trunk out to a waiting carriage.,He carries a large trunk out to a waiting carriage.,"['He carries a large trunk.', 'He carries it out to a waiting carriage.']"
2040,tt1707386,Valjean grimaces in pain.,He grimaces in pain.,['He grimaces in pain.']
2041,tt1707386,Marius is with Cosette,He is with her.,['He is with her.']
2042,tt1707386,On the journey Valjean leans back in the carriage.,On the journey he leans back in the carriage.,['He leans back in the carriage.']
2043,tt1707386,Cosette wedding day.,Her wedding day.,['Her wedding day.']
2044,tt1707386,Thenardier and his wife hitch a ride on the back of a carriage which arrives at the mansion.,Then they and he hitch a ride on the back of a carriage which arrives at the mansion.,"['Then they and he hitch a ride on the back of a carriage.', 'The carriage arrives at the mansion.']"
2045,tt1707386,"They sneak round to the far side of the carriage, climb inside, and exit through the opposite door as if they'd arrived in the carriage.","They sneak round to the far side of the carriage, climb inside, and exit through the opposite door as if they'd arrived in the carriage.","['They sneak round to the far side of the carriage.', 'They climb inside.', ""They exit through the opposite door as if they'd arrived in the carriage.""]"
2046,tt1707386,"Dressed finely, they mingle with the guests, stealing as they go.","Dressed finely, they mingle with the guests, stealing as they go.","['Dressed finely, they mingle with the guests.', 'They steal as they go.']"
2047,tt1707386,Cosette and Marius dance happily.,They dance happily.,['They dance happily.']
2048,tt1707386,Marius spots them.,He spots them.,['He spots them.']
2049,tt1707386,The ring.,The ring.,['The ring.']
2050,tt1707386,The Thenardiers are carried to the front door.,They are carried to the front door.,['They are carried to the front door.']
2051,tt1707386,A nun walks slowly out of the sanctuary in the convent.,A nun walks slowly out of the sanctuary in the convent.,['A nun walks slowly out of the sanctuary in the convent.']
2052,tt1707386,A brass crucifix stands between two candlesticks on an altar.,A brass crucifix stands between two candlesticks on an altar.,['A brass crucifix stands between two candlesticks on an altar.']
2053,tt1707386,A weary Valjean sits on a chair.,A weary he sits on a chair.,['A weary he sits on a chair.']
2054,tt1707386,A blanket is draped around his shoulders.,A blanket is draped around his shoulders.,['A blanket is draped around his shoulders.']
2055,tt1707386,His eyes close.,His eyes close.,['His eyes close.']
2056,tt1707386,His eyes are moist with tears.,His eyes are moist with tears.,['His eyes are moist with tears.']
2057,tt1707386,Fantine kisses his forehead.,He kisses his forehead.,['He kisses his forehead.']
2058,tt1707386,Cosette is in the convent.,She is in the convent.,['She is in the convent.']
2059,tt1707386,Valjean rests his hand on Marius head and gazes fondly at him.,He rests his hand on his head and gazes fondly at him.,"['He rests his hand on his head.', 'He gazes fondly at him.']"
2060,tt1707386,"Cosette leans down and kisses Valjean other hand, which holds hers.","She leans down and kisses him, her other hand, which holds hers.","['She leans down and kisses him.', 'Her other hand, which holds hers.']"
2061,tt1707386,His head slumps forward.,His head slumps forward.,['His head slumps forward.']
2062,tt1707386,His soul looks back to his dead Self in the sanctuary.,His soul looks back to his dead self in the sanctuary.,"['His soul looks back to his dead self.', 'He is in the sanctuary.']"
2063,tt1707386,Ahead is The Bishop stretching out a hand.,Ahead is he stretching out a hand.,"['Ahead is he.', 'He stretches out a hand.']"
2064,tt1707386,Fantine lowers her head.,He lowers his head.,['He lowers his head.']
2065,tt1707386,Marius holds the wheeping cossete tightly in her arms as Valjean Walks towards The Bishop,He holds her tightly in his arms as he walks towards the bishop.,"['He holds her tightly in his arms.', 'He walks towards the bishop.']"
2066,tt1707386,The dead man the Barricades.,The dead man the Barricades.,['The dead man the Barricades.']
2067,tt0330373,A metallic shield with the letters WB moves slowly forward out of darkness.,A metallic shield with the letters WB moves slowly forward out of darkness.,"['A metallic shield with the letters WB moves slowly forward.', 'It moves out of darkness.']"
2068,tt0330373,A heap of skulls and bones is piled high behind iron railings.,A heap of skulls and bones is piled high behind iron railings.,['A heap of skulls and bones is piled high behind iron railings.']
2069,tt0330373,From the grinning mouth of a skull emerges the head of a large snake.,From the grinning mouth of a skull emerges the head of a large snake.,['From the grinning mouth of a skull emerges the head of a large snake.']
2070,tt0330373,"Flickering its tongue, it slithers down onto a narrow path and moves silently between the gravestones in a dark and overgrown cemetery.","Flickering its tongue, it slithers down onto a narrow path and moves silently between the gravestones in a dark and overgrown cemetery.","['Flickering its tongue, it slithers down onto a narrow path.', 'It moves silently between the gravestones in a dark and overgrown cemetery.']"
2071,tt0330373,The reptile's lithe body shimmers as it glides swiftly along the uneven path.,The reptile's lithe body shimmers as it glides swiftly along the uneven path.,"[""The reptile's lithe body shimmers."", 'It glides swiftly along the uneven path.']"
2072,tt0330373,"The snake slides past a stone statue of a skeleton with huge wings, draped in hooded cloak and holding a scythe.","The snake slides past a stone statue of a skeleton with huge wings, draped in hooded cloak and holding a scythe.","['The snake slides past a stone statue.', 'The statue is of a skeleton with huge wings.', 'The skeleton is draped in a hooded cloak.', 'The skeleton is holding a scythe.']"
2073,tt0330373,"Metallic silver letters appear in the dark, glowering sky.","Metallic silver letters appear in the dark, glowering sky.","['Metallic silver letters appear in the dark.', 'The letters glower in the sky.']"
2074,tt0330373,A huge dilapidated house stands silhouetted against the night sky.,A huge dilapidated house stands silhouetted against the night sky.,['A huge dilapidated house stands silhouetted against the night sky.']
2075,tt0330373,A light is switched on in a cottage nearby.,A light is switched on in a cottage nearby.,"['A light is switched on.', 'It is in a cottage nearby.']"
2076,tt0330373,A disheveled old man lights the gas and puts on a kettle.,A disheveled old he lights the gas and puts on a kettle.,"['A disheveled old he lights the gas.', 'He puts on a kettle.']"
2077,tt0330373,"Bryce takes the top off a tea pot, and picks up a tea bag.","He takes the top off a tea pot, and picks up a tea bag.","['He takes the top off a tea pot.', 'He picks up a tea bag.']"
