text_gt,text_gt_wo_char
"The mouse of Minsk speeds after the cats, chasing them down the pier.","The mouse of Minsk speeds after them, chasing them down the pier."
Warren trips.,He trips.
"The cart gains on him, flattening him against the front as it keeps rolling.","The cart gains on him, flattening him against the front as it keeps rolling."
Warren's teeth chatter as he charges towards the rest of the cats on the edge of the dog.,His teeth chatter as he charges towards the rest of the cats on the edge of the dog.
"The cats leap off the pier and into the water, followed by the giant fake mouse.","The cats leap off the pier and into the water, followed by the giant fake mouse."
They move through thick fog.,They move through thick fog.
"In the alley, Fievel wearily gets to his feet.","In the alley, he wearily gets to his feet."
He obliviously trudges into a barrel.,He obliviously trudges into a barrel.
"Tiger strolls by, missing him.","Tiger strolls by, missing him."
Fievel exits the barrel.,He exits the barrel.
His ears perk up.,His ears perk up.
He beams.,He beams.
He runs through a puddle.,He runs through a puddle.
Back with Tiger.,Back with him.
Papa gets off.,He gets off.
He runs toward the voice.,He runs toward the voice.
Papa finds him.,He finds him.
Paiva leaps into Papa's arms.,He leaps into his arms.
Mama sprints to them and hugs her son.,He sprints to them and hugs her.
Tiger bounds into the puddle after her and Gussie hugs his toe.,Tiger bounds into the puddle after her and he hugs his toe.
Bridget kisses Tony while Tonya hugs Fievel.,She kisses him while she hugs him.
Fievel sits snugly in Mama's lap.,He sits snugly in her lap.
Papa takes his arm.,He takes his arm.
Papa drops the blue cap on his head.,He drops the blue cap on his head.
"Raising his ears, Fievel keeps it from falling over his eyes.","Raising his ears, he keeps it from falling over his eyes."
He picks up another stone and aims it at an empty beer bottle.,He picks up another stone and aims it at an empty beer bottle.
He misses Jeffrey begins to search through grass for more stones.,He misses him begins to search through grass for more stones.
"Something in the grass suddenly attracts his attention, and he crouches to get a better look.","Something in the grass suddenly attracts his attention, and he crouches to get a better look."
Jeffrey parts the long blades of grass and stares down at a severed ear crawling with insects.,He parts the long blades of grass and stares down at a severed ear crawling with insects.
"Stunned, Jeffrey stands up, looks about him, and stares down at the ear again.","He stands up, looks about him, and stares down at the ear again."
Its flesh is pale and waxy against the green grass.,Its flesh is pale and waxy against the green grass.
"Jeffrey, in his early twenties, scans about him once more and picks up a discarded brown paper bag.",He scans about him once more and picks up a discarded brown paper bag.
"He crouches, separates the grass, and gingerly picks up the ear.","He crouches, separates the grass, and gingerly picks up the ear."
He winces as he puts it into the paper bag.,He winces as he puts it into the paper bag.
"Pinching the top of the bag together, Jeffrey walks off at a brisk pace.","Pinching the top of the bag together, he walks off at a brisk pace."
"At Lumberton Police Station, Jeffrey goes to a cop who's manning an information point at reception.","At Lumberton Police Station, he goes to him who's manning an information point at reception."
"Jeffrey leaves reception, which has a bench seat, a coat stand, and a large map on the wall.","He leaves reception, which has a bench seat, a coat stand, and a large map on the wall."
He heads through a doorway.,He heads through a doorway.
Jeffrey walks down a corridor to an office.,He walks down a corridor to an office.
He stands in the open doorway and looks into the outer office.,He stands in the open doorway and looks into the outer office.
"Williams, a slender guy wearing a shoulder holster, walks through from another office to Jeffrey.",He walks through from another office to him.
"Williams, middle-aged with graying brown hair, looks into the paper bag.",He looks into the paper bag.
A car curb crawls as they walk.,A car curb crawls as they walk.
She ignores the driver's calls.,She ignores his calls.
They stare up at the red brick building.,They stare up at the red brick building.
Jeffrey's eyes are wide and intense.,His eyes are wide and intense.
Williams' daughter Sandy smiles.,She smiles.
She turns away.,She turns away.
"Jeffrey follows Sandy, who wears a pink short-sleeved dress.",He follows her.
He glances back at the forbidding building.,He glances back at the forbidding building.
"A street sign reads, Lincoln, Jeffrey and Sandy stroll.","A street sign reads, they stroll."
He points to a house with a front porch.,He points to a house with a front porch.
"Sandy smiles shyly, and they walk on in the dark.",They walk on in the dark.
He does a silly walk.,He does a silly walk.
A waitress brings Jeffrey a sandwich and goes.,A waitress brings him a sandwich and goes.
Jeffrey clasps his hands and rests his mouth against them briefly.,He clasps his hands and rests his mouth against them briefly.
Sandy contemplates unenthusiastically.,She contemplates unenthusiastically.
"Keeping out of Jeffrey's line of sight, she takes a large knife from a drawer and moves slowly back across the smart apartment.","Keeping out of his line of sight, she takes a large knife from a drawer and moves slowly back across the smart apartment."
She stands at the side of the closet.,She stands at the side of the closet.
Jeffrey peers through a slat.,He peers through a slat.
Dorothy suddenly wrenches the door open.,She wrenches the door open.
She stabs at his cheek.,She stabs at his cheek.
He reaches for his wallet and hands it over.,He reaches for his wallet and hands it over.
"Still holding the knife, she looks at his details.","Still holding the knife, she looks at his details."
He's at knife point.,He's at knife point.
The knife blade trembles as she holds it to his face.,The knife blade trembles as she holds it to his face.
"Still kneeling, Jeffrey reluctantly begins to undress.","Still kneeling, he reluctantly begins to undress."
"He removes his jacket, tie and shirt, unzips his trousers, then takes off his vest.","He removes his jacket, tie and shirt, unzips his trousers, then takes off his vest."
He remains kneeling.,He remains kneeling.
Dorothy has her back to Jeffrey as he watches from the closet.,He watches him as he watches from the closet.
"She does as she's bid, and slowly pulls the long blue gown up as she opens her legs.","She does as she's bid, and slowly pulls the long blue gown up as she opens her legs."
