text_gt,text_gt_wo_char
Gittes tosses the red lens into the shrubbery and hurries back toward the house.,He tosses the red lens into the shrubbery and hurries back toward the house.
"Evelyn car speeds along the curves on Sunset Boulevard, the red and white lights coming IN AND OUT OF VIEW.","His car speeds along the curves on Sunset Boulevard, the red and white lights coming IN AND OUT OF VIEW."
"Behind the wheel of Mulwray car, keeping a healthy distance from Evelyn in front of him.","Behind the wheel of the car, keeping a healthy distance from her in front of him."
Pulls up before a small little bungalow house.,Pulls up before a small little bungalow house.
Evelyn hurries on up the walkway to the front door.,She hurries on up the walkway to the front door.
"Gittes brings the car a few yards further down the street, parking it near Evelyn","He brings the car a few yards further down the street, parking it near her."
Idles the engine with the lights off.,He idles the engine with the lights off.
Gittes gets out of the car and goes up the walkway.,He gets out of the car and goes up the walkway.
The curtains are drawn except for one of the small windows on the side of the house.,The curtains are drawn except for one of them.
"Gittes goes to it and looks, balancing on the edge of the porch.","He looks, balancing on the edge of the porch."
Gittes sees Evelyn Oriental servant rush through the living room of the small house.,He sees her rush through the living room of the small house.
Here the windows have blinds.,Here the windows have blinds.
Gittes moves to one where the blind is not completely drawn.,He moves to one where the blind is not completely drawn.
There's an inch or so of space at the bottom.,There's an inch or so of space at the bottom.
Evelyn is pacing back and forth in and out of his line of vision.,He is pacing back and forth in and out of his line of vision.
"After a moment someone rises INTO SHOT, obviously from lying on a bed.","After a moment someone rises INTO SHOT, obviously from lying on a bed."
The figure is just a few feet from Evelyn,The figure is just a few feet from her.
Her tear-stained face comes INTO VIEW.,Her tear-stained face comes into view.
Mulwray girlfriend.,her
Evelyn kneels.,She kneels.
Katherine is looking up to Evelyn speaking in Spanish.,He is looking up to her speaking in Spanish.
Continues to watch.,Continues to watch.
Gittes can see the servant again.,He can see her again.
In a moment Butler re-emerges back through the living room carrying a tray with a glass and pitcher on it.,In a moment he re-emerges back through the living room carrying a tray with a glass and pitcher on it.
Evelyn insists that the girl swallow down some pills.,He insists that she swallow down some pills.
The girl reluctantly does.,She reluctantly does.
"Emerges from the house, goes to her car and gets in.","Emerges from the house, goes to her car and gets in."
"Evelyn sees Gittes sitting in her car, staring coldly at her.","He sees him sitting in her car, staring coldly at her."
Gittes starts to get out of the car.,He starts to get out of the car.
"Evelyn grabs his arm, nearly screaming.","He grabs his arm, nearly screaming."
Her intensity actually rips Gittes already partially torn jacket.,Her intensity actually rips his already partially torn jacket.
Gittes looks at it and her.,He looks at it and her.
It seems to have a momentary calming effect on both of them.,It seems to have a momentary calming effect on both of them.
"Evelyn head sinks onto the steering wheel, her hair covering her face.",Her hair covering her face as her head sinks onto the steering wheel.
Evelyn is breathing very deeply now.,She is breathing very deeply now.
Evelyn lifts her head and looks up at him.,She lifts her head and looks up at him.
Gittes is genuinely puzzled.,He is genuinely puzzled.
Gittes sighs.,He sighs.
Evelyn begins to cry softly.,She begins to cry softly.
Gittes looks over to Evelyn,He looks over to her.
Her hair covers most of her face from him.,Her hair covers most of her face from him.
There is a long moment of silence.,There is a long moment of silence.
Evelyn nods.,She nods.
Gittes gets out and slams the car door.,He slams the car door.
The spray is hitting him full on the top of the head.,The spray is hitting him full on the top of the head.
Gittes is so exhausted Gittes is literally holding onto the nozzle as the water pours down.,He is so exhausted he is literally holding onto the nozzle as the water pours down.
"Gittes shuts the shower off, reaches weakly for a towel, dabs his nose lightly with it.","He shuts the shower off, reaches weakly for a towel, dabs his nose lightly with it."
Pads around in elegant silk pajamas.,He pads around in elegant silk pajamas.
Gittes walks over to the window where morning light is streaming in.,He walks over to the window where morning light is streaming in.
"Gittes closes the curtains, collapses on the bed, on top of the covers, inert.","He closes the curtains, collapses on the bed, on top of the covers, inert."
"Gittes lets it go on for a moment, then picks it up without saying anything.","He lets it go on for a moment, then picks it up without saying anything."
Gittes slowly rises to one elbow.,He slowly rises to one elbow.
"Gittes hangs up, falls back down.","He hangs up, falls back down."
"Gittes swears, picks it up.","He swears, picks it up."
"Before Gittes can say anything, the phone clicks dead.","Before he can say anything, the phone clicks dead."
It is a bungalow courtyard with a very narrow walkway and sickly green stucco.,It is a bungalow courtyard with a very narrow walkway and sickly green stucco.
Gittes at the front door.,He at the front door.
It's slightly ajar.,It's slightly ajar.
Gittes knocks.,He knocks.
Gittes opens it and enters.,He opens it and enters.
Morning light filters through the half-open blinds.,Morning light filters through the half-open blinds.
Dust particles in the shafts of light.,Dust particles in the shafts of light.
It's still and empty.,It's still and empty.
"Gittes sees something down the hall, under the legs of a telephone table.","He sees something down the hall, under the legs of a telephone table."
Gittes moves toward it.,He moves toward it.
It is grotesque.,It is grotesque.
When Gittes gets closer Gittes can see it's a wilted head of lettuce.,When he gets closer he can see it's a wilted head of lettuce.
Just inside the kitchen some radishes and onions lie on the linoleum.,Just inside the kitchen some radishes and onions lie on the linoleum.
Gittes walks on into the kitchen.,He walks on into the kitchen.
"Clearing the kitchen counter, Gittes sees Ida Sessions lying on her back on the floor, surrounded by the groceries from a broken bag.","Clearing the kitchen counter, he sees her lying on her back on the floor, surrounded by the groceries from a broken bag."
Ice cream has melted around her.,Ice cream has melted around her.
"Her eyes are open, a stream of ants is moving across the ice cream and into her mouth.","Her eyes are open, a stream of ants is moving across the ice cream and into her mouth."
